search_id,candidate_count,clicks,carts,purchases,click_density_pct,cart_density_pct,purchase_density_pct,exploration_bucket
38050,90,2.0,0.0,0.0,2.222,0.0,0.0,2_to_3_clicks
27937,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
125035,87,1.0,0.0,0.0,1.149,0.0,0.0,single_click
81823,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
76717,60,0.0,1.0,0.0,0.0,1.667,0.0,no_click
171261,108,1.0,0.0,0.0,0.926,0.0,0.0,single_click
104170,78,1.0,0.0,0.0,1.282,0.0,0.0,single_click
133946,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
117624,68,2.0,0.0,0.0,2.941,0.0,0.0,2_to_3_clicks
160753,200,0.0,3.0,0.0,0.0,1.5,0.0,no_click
76437,129,4.0,0.0,0.0,3.101,0.0,0.0,4_to_6_clicks
47714,152,4.0,0.0,0.0,2.632,0.0,0.0,4_to_6_clicks
68077,85,1.0,0.0,0.0,1.176,0.0,0.0,single_click
98667,108,1.0,0.0,0.0,0.926,0.0,0.0,single_click
141380,192,8.0,1.0,0.0,4.167,0.521,0.0,7_plus_clicks
156778,105,4.0,0.0,0.0,3.81,0.0,0.0,4_to_6_clicks
48135,91,1.0,0.0,0.0,1.099,0.0,0.0,single_click
45971,98,0.0,2.0,0.0,0.0,2.041,0.0,no_click
112431,91,1.0,0.0,0.0,1.099,0.0,0.0,single_click
162167,200,1.0,1.0,1.0,0.5,0.5,0.5,single_click
122684,200,1.0,0.0,0.0,0.5,0.0,0.0,single_click
132732,92,0.0,1.0,0.0,0.0,1.087,0.0,no_click
124236,91,0.0,1.0,0.0,0.0,1.099,0.0,no_click
135914,200,2.0,0.0,1.0,1.0,0.0,0.5,2_to_3_clicks
81745,93,3.0,0.0,0.0,3.226,0.0,0.0,2_to_3_clicks
103723,114,3.0,0.0,0.0,2.632,0.0,0.0,2_to_3_clicks
5999,85,1.0,0.0,0.0,1.176,0.0,0.0,single_click
14500,62,1.0,0.0,0.0,1.613,0.0,0.0,single_click
99419,200,2.0,0.0,0.0,1.0,0.0,0.0,2_to_3_clicks
89011,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
47352,90,0.0,1.0,0.0,0.0,1.111,0.0,no_click
95019,108,1.0,1.0,0.0,0.926,0.926,0.0,single_click
114649,76,1.0,0.0,0.0,1.316,0.0,0.0,single_click
148580,89,2.0,0.0,0.0,2.247,0.0,0.0,2_to_3_clicks
106843,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
156923,97,1.0,0.0,0.0,1.031,0.0,0.0,single_click
172187,92,2.0,0.0,0.0,2.174,0.0,0.0,2_to_3_clicks
83443,90,0.0,1.0,0.0,0.0,1.111,0.0,no_click
81649,104,3.0,0.0,0.0,2.885,0.0,0.0,2_to_3_clicks
128872,88,1.0,1.0,0.0,1.136,1.136,0.0,single_click
85677,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
152956,164,0.0,2.0,0.0,0.0,1.22,0.0,no_click
160336,109,3.0,0.0,0.0,2.752,0.0,0.0,2_to_3_clicks
126934,73,1.0,0.0,0.0,1.37,0.0,0.0,single_click
159891,89,0.0,1.0,0.0,0.0,1.124,0.0,no_click
7295,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
129169,151,1.0,0.0,1.0,0.662,0.0,0.662,single_click
54791,89,0.0,1.0,0.0,0.0,1.124,0.0,no_click
76366,92,1.0,1.0,0.0,1.087,1.087,0.0,single_click
168383,89,0.0,1.0,0.0,0.0,1.124,0.0,no_click
122211,112,1.0,0.0,0.0,0.893,0.0,0.0,single_click
159201,97,0.0,0.0,1.0,0.0,0.0,1.031,no_click
5425,90,1.0,0.0,1.0,1.111,0.0,1.111,single_click
33560,92,5.0,0.0,0.0,5.435,0.0,0.0,4_to_6_clicks
74285,94,2.0,0.0,0.0,2.128,0.0,0.0,2_to_3_clicks
71097,90,0.0,0.0,1.0,0.0,0.0,1.111,no_click
9320,47,2.0,0.0,0.0,4.255,0.0,0.0,2_to_3_clicks
135364,89,0.0,1.0,0.0,0.0,1.124,0.0,no_click
156444,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
107531,130,1.0,0.0,0.0,0.769,0.0,0.0,single_click
29734,88,2.0,0.0,1.0,2.273,0.0,1.136,2_to_3_clicks
25756,92,0.0,1.0,0.0,0.0,1.087,0.0,no_click
33737,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
38120,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
13000,90,2.0,0.0,0.0,2.222,0.0,0.0,2_to_3_clicks
109211,89,0.0,1.0,0.0,0.0,1.124,0.0,no_click
84712,161,1.0,0.0,0.0,0.621,0.0,0.0,single_click
89307,166,0.0,1.0,0.0,0.0,0.602,0.0,no_click
19512,89,1.0,0.0,1.0,1.124,0.0,1.124,single_click
146856,128,2.0,0.0,0.0,1.563,0.0,0.0,2_to_3_clicks
86562,90,0.0,1.0,0.0,0.0,1.111,0.0,no_click
157377,186,2.0,0.0,0.0,1.075,0.0,0.0,2_to_3_clicks
29639,190,2.0,0.0,0.0,1.053,0.0,0.0,2_to_3_clicks
167098,90,0.0,1.0,0.0,0.0,1.111,0.0,no_click
21497,172,2.0,1.0,0.0,1.163,0.581,0.0,2_to_3_clicks
105802,79,1.0,0.0,0.0,1.266,0.0,0.0,single_click
90302,153,1.0,0.0,0.0,0.654,0.0,0.0,single_click
162708,91,0.0,2.0,0.0,0.0,2.198,0.0,no_click
107017,88,1.0,0.0,0.0,1.136,0.0,0.0,single_click
31501,94,1.0,0.0,0.0,1.064,0.0,0.0,single_click
60092,109,2.0,0.0,0.0,1.835,0.0,0.0,2_to_3_clicks
41562,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
29118,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
137350,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
43740,200,6.0,0.0,0.0,3.0,0.0,0.0,4_to_6_clicks
163734,32,1.0,0.0,0.0,3.125,0.0,0.0,single_click
79407,92,2.0,0.0,0.0,2.174,0.0,0.0,2_to_3_clicks
84452,125,1.0,5.0,0.0,0.8,4.0,0.0,single_click
22003,88,1.0,0.0,0.0,1.136,0.0,0.0,single_click
92262,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
18706,200,11.0,3.0,0.0,5.5,1.5,0.0,7_plus_clicks
153040,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
160195,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
63050,129,3.0,1.0,0.0,2.326,0.775,0.0,2_to_3_clicks
41119,200,1.0,1.0,0.0,0.5,0.5,0.0,single_click
99254,91,1.0,0.0,1.0,1.099,0.0,1.099,single_click
138806,91,1.0,1.0,0.0,1.099,1.099,0.0,single_click
126796,177,3.0,5.0,0.0,1.695,2.825,0.0,2_to_3_clicks
146440,200,2.0,4.0,0.0,1.0,2.0,0.0,2_to_3_clicks
42240,122,1.0,0.0,0.0,0.82,0.0,0.0,single_click
159962,82,1.0,0.0,0.0,1.22,0.0,0.0,single_click
59831,200,0.0,2.0,0.0,0.0,1.0,0.0,no_click
129020,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
30358,75,0.0,1.0,0.0,0.0,1.333,0.0,no_click
22655,200,3.0,0.0,0.0,1.5,0.0,0.0,2_to_3_clicks
67184,167,3.0,1.0,0.0,1.796,0.599,0.0,2_to_3_clicks
167511,173,1.0,1.0,0.0,0.578,0.578,0.0,single_click
69422,151,0.0,2.0,0.0,0.0,1.325,0.0,no_click
70648,200,12.0,0.0,0.0,6.0,0.0,0.0,7_plus_clicks
8635,74,1.0,0.0,1.0,1.351,0.0,1.351,single_click
143757,89,3.0,0.0,0.0,3.371,0.0,0.0,2_to_3_clicks
24499,121,1.0,0.0,0.0,0.826,0.0,0.0,single_click
78164,155,0.0,1.0,0.0,0.0,0.645,0.0,no_click
73066,90,0.0,1.0,0.0,0.0,1.111,0.0,no_click
47448,89,2.0,0.0,0.0,2.247,0.0,0.0,2_to_3_clicks
69587,104,3.0,0.0,1.0,2.885,0.0,0.962,2_to_3_clicks
112723,82,0.0,0.0,1.0,0.0,0.0,1.22,no_click
69015,90,3.0,0.0,0.0,3.333,0.0,0.0,2_to_3_clicks
7418,115,1.0,0.0,0.0,0.87,0.0,0.0,single_click
2847,141,1.0,3.0,0.0,0.709,2.128,0.0,single_click
81174,88,1.0,0.0,0.0,1.136,0.0,0.0,single_click
138949,79,1.0,0.0,0.0,1.266,0.0,0.0,single_click
67331,146,0.0,2.0,0.0,0.0,1.37,0.0,no_click
44475,53,0.0,1.0,0.0,0.0,1.887,0.0,no_click
57869,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
159915,90,2.0,0.0,0.0,2.222,0.0,0.0,2_to_3_clicks
15507,149,1.0,0.0,0.0,0.671,0.0,0.0,single_click
168824,158,1.0,1.0,1.0,0.633,0.633,0.633,single_click
100754,93,4.0,0.0,0.0,4.301,0.0,0.0,4_to_6_clicks
50000,93,2.0,0.0,0.0,2.151,0.0,0.0,2_to_3_clicks
122037,200,2.0,1.0,0.0,1.0,0.5,0.0,2_to_3_clicks
28974,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
73623,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
146750,200,3.0,0.0,0.0,1.5,0.0,0.0,2_to_3_clicks
40676,70,1.0,0.0,0.0,1.429,0.0,0.0,single_click
125049,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
2101,95,0.0,2.0,0.0,0.0,2.105,0.0,no_click
23125,93,2.0,0.0,0.0,2.151,0.0,0.0,2_to_3_clicks
6219,88,0.0,1.0,0.0,0.0,1.136,0.0,no_click
81007,155,0.0,2.0,0.0,0.0,1.29,0.0,no_click
139407,93,2.0,0.0,0.0,2.151,0.0,0.0,2_to_3_clicks
139381,200,1.0,2.0,0.0,0.5,1.0,0.0,single_click
61929,60,2.0,0.0,0.0,3.333,0.0,0.0,2_to_3_clicks
132417,127,4.0,0.0,0.0,3.15,0.0,0.0,4_to_6_clicks
16786,60,1.0,0.0,1.0,1.667,0.0,1.667,single_click
84188,200,1.0,0.0,0.0,0.5,0.0,0.0,single_click
96848,180,2.0,1.0,0.0,1.111,0.556,0.0,2_to_3_clicks
100614,147,5.0,0.0,0.0,3.401,0.0,0.0,4_to_6_clicks
37112,166,2.0,0.0,0.0,1.205,0.0,0.0,2_to_3_clicks
170379,180,0.0,1.0,0.0,0.0,0.556,0.0,no_click
147680,89,0.0,1.0,0.0,0.0,1.124,0.0,no_click
156002,90,0.0,1.0,0.0,0.0,1.111,0.0,no_click
14778,143,3.0,1.0,0.0,2.098,0.699,0.0,2_to_3_clicks
166364,200,0.0,1.0,2.0,0.0,0.5,1.0,no_click
67683,91,1.0,0.0,0.0,1.099,0.0,0.0,single_click
117447,89,0.0,1.0,0.0,0.0,1.124,0.0,no_click
123514,89,0.0,1.0,0.0,0.0,1.124,0.0,no_click
137052,97,2.0,0.0,0.0,2.062,0.0,0.0,2_to_3_clicks
2628,135,4.0,0.0,0.0,2.963,0.0,0.0,4_to_6_clicks
126852,91,1.0,0.0,0.0,1.099,0.0,0.0,single_click
83028,96,1.0,0.0,0.0,1.042,0.0,0.0,single_click
160826,200,2.0,2.0,0.0,1.0,1.0,0.0,2_to_3_clicks
138827,45,1.0,0.0,0.0,2.222,0.0,0.0,single_click
69052,94,1.0,0.0,0.0,1.064,0.0,0.0,single_click
9041,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
165582,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
145375,92,1.0,0.0,0.0,1.087,0.0,0.0,single_click
117788,40,0.0,1.0,0.0,0.0,2.5,0.0,no_click
73757,113,1.0,0.0,0.0,0.885,0.0,0.0,single_click
18354,21,1.0,1.0,0.0,4.762,4.762,0.0,single_click
167307,92,0.0,1.0,0.0,0.0,1.087,0.0,no_click
70570,90,0.0,2.0,0.0,0.0,2.222,0.0,no_click
37997,90,2.0,0.0,0.0,2.222,0.0,0.0,2_to_3_clicks
43182,90,0.0,0.0,1.0,0.0,0.0,1.111,no_click
153074,90,0.0,0.0,1.0,0.0,0.0,1.111,no_click
92627,91,0.0,1.0,0.0,0.0,1.099,0.0,no_click
242,92,1.0,0.0,0.0,1.087,0.0,0.0,single_click
90866,173,0.0,2.0,1.0,0.0,1.156,0.578,no_click
89978,59,0.0,2.0,0.0,0.0,3.39,0.0,no_click
69695,149,0.0,1.0,0.0,0.0,0.671,0.0,no_click
73343,77,0.0,1.0,0.0,0.0,1.299,0.0,no_click
27669,79,0.0,1.0,0.0,0.0,1.266,0.0,no_click
166551,93,1.0,0.0,0.0,1.075,0.0,0.0,single_click
138990,125,1.0,1.0,0.0,0.8,0.8,0.0,single_click
156567,95,1.0,0.0,0.0,1.053,0.0,0.0,single_click
85592,87,1.0,0.0,0.0,1.149,0.0,0.0,single_click
118508,91,0.0,1.0,0.0,0.0,1.099,0.0,no_click
101488,88,0.0,0.0,1.0,0.0,0.0,1.136,no_click
135059,88,1.0,0.0,0.0,1.136,0.0,0.0,single_click
4394,200,5.0,0.0,0.0,2.5,0.0,0.0,4_to_6_clicks
103199,4,0.0,0.0,0.0,0.0,0.0,0.0,no_click
31667,110,1.0,0.0,0.0,0.909,0.0,0.0,single_click
59324,101,0.0,2.0,0.0,0.0,1.98,0.0,no_click
118719,30,1.0,0.0,0.0,3.333,0.0,0.0,single_click
35938,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
170066,83,3.0,0.0,0.0,3.614,0.0,0.0,2_to_3_clicks
111238,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
106347,84,1.0,0.0,0.0,1.19,0.0,0.0,single_click
79731,184,2.0,3.0,0.0,1.087,1.63,0.0,2_to_3_clicks
110912,95,0.0,2.0,0.0,0.0,2.105,0.0,no_click
144966,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
87017,87,1.0,0.0,1.0,1.149,0.0,1.149,single_click
143084,88,1.0,0.0,0.0,1.136,0.0,0.0,single_click
63089,113,2.0,0.0,0.0,1.77,0.0,0.0,2_to_3_clicks
78734,93,1.0,1.0,0.0,1.075,1.075,0.0,single_click
40740,95,0.0,1.0,0.0,0.0,1.053,0.0,no_click
31285,200,7.0,0.0,0.0,3.5,0.0,0.0,7_plus_clicks
168566,66,2.0,0.0,0.0,3.03,0.0,0.0,2_to_3_clicks
95927,84,0.0,0.0,1.0,0.0,0.0,1.19,no_click
75383,92,0.0,1.0,0.0,0.0,1.087,0.0,no_click
17103,182,2.0,0.0,0.0,1.099,0.0,0.0,2_to_3_clicks
2546,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
47138,51,1.0,0.0,0.0,1.961,0.0,0.0,single_click
102109,95,1.0,0.0,0.0,1.053,0.0,0.0,single_click
135001,94,2.0,0.0,0.0,2.128,0.0,0.0,2_to_3_clicks
39535,106,1.0,0.0,0.0,0.943,0.0,0.0,single_click
5252,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
137895,104,1.0,0.0,0.0,0.962,0.0,0.0,single_click
63227,89,2.0,0.0,0.0,2.247,0.0,0.0,2_to_3_clicks
142733,90,0.0,1.0,0.0,0.0,1.111,0.0,no_click
42250,100,1.0,2.0,0.0,1.0,2.0,0.0,single_click
50380,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
78252,89,0.0,1.0,0.0,0.0,1.124,0.0,no_click
150118,69,0.0,1.0,0.0,0.0,1.449,0.0,no_click
168299,90,0.0,1.0,0.0,0.0,1.111,0.0,no_click
118204,90,0.0,0.0,1.0,0.0,0.0,1.111,no_click
29374,162,4.0,0.0,0.0,2.469,0.0,0.0,4_to_6_clicks
73648,82,1.0,0.0,0.0,1.22,0.0,0.0,single_click
114604,32,0.0,1.0,0.0,0.0,3.125,0.0,no_click
127106,200,3.0,3.0,0.0,1.5,1.5,0.0,2_to_3_clicks
69775,109,2.0,0.0,0.0,1.835,0.0,0.0,2_to_3_clicks
154427,93,0.0,1.0,0.0,0.0,1.075,0.0,no_click
116418,79,1.0,0.0,1.0,1.266,0.0,1.266,single_click
68622,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
25683,89,2.0,0.0,0.0,2.247,0.0,0.0,2_to_3_clicks
120932,95,1.0,0.0,0.0,1.053,0.0,0.0,single_click
102326,132,3.0,0.0,0.0,2.273,0.0,0.0,2_to_3_clicks
95133,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
86841,90,0.0,1.0,0.0,0.0,1.111,0.0,no_click
171300,92,1.0,0.0,0.0,1.087,0.0,0.0,single_click
104049,62,1.0,0.0,0.0,1.613,0.0,0.0,single_click
87608,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
20806,185,1.0,0.0,0.0,0.541,0.0,0.0,single_click
39292,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
62874,119,1.0,0.0,0.0,0.84,0.0,0.0,single_click
155370,77,1.0,0.0,0.0,1.299,0.0,0.0,single_click
87761,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
121919,90,0.0,0.0,0.0,0.0,0.0,0.0,no_click
124034,89,0.0,0.0,1.0,0.0,0.0,1.124,no_click
137033,109,3.0,0.0,0.0,2.752,0.0,0.0,2_to_3_clicks
138207,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
114601,88,0.0,1.0,0.0,0.0,1.136,0.0,no_click
151072,103,2.0,0.0,0.0,1.942,0.0,0.0,2_to_3_clicks
50538,169,2.0,0.0,0.0,1.183,0.0,0.0,2_to_3_clicks
37966,8,1.0,0.0,0.0,12.5,0.0,0.0,single_click
167360,94,1.0,0.0,0.0,1.064,0.0,0.0,single_click
148866,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
136707,89,0.0,1.0,0.0,0.0,1.124,0.0,no_click
159825,60,0.0,1.0,0.0,0.0,1.667,0.0,no_click
92950,81,2.0,0.0,0.0,2.469,0.0,0.0,2_to_3_clicks
28512,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
33570,109,3.0,0.0,1.0,2.752,0.0,0.917,2_to_3_clicks
29665,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
53409,86,1.0,0.0,0.0,1.163,0.0,0.0,single_click
76894,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
52238,91,1.0,0.0,0.0,1.099,0.0,0.0,single_click
63068,69,1.0,0.0,0.0,1.449,0.0,0.0,single_click
118053,101,1.0,0.0,0.0,0.99,0.0,0.0,single_click
69790,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
22314,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
72389,89,0.0,1.0,0.0,0.0,1.124,0.0,no_click
26707,84,8.0,0.0,0.0,9.524,0.0,0.0,7_plus_clicks
70439,104,1.0,0.0,0.0,0.962,0.0,0.0,single_click
91307,162,5.0,0.0,0.0,3.086,0.0,0.0,4_to_6_clicks
47397,88,2.0,0.0,1.0,2.273,0.0,1.136,2_to_3_clicks
24406,87,1.0,0.0,0.0,1.149,0.0,0.0,single_click
143953,91,0.0,1.0,0.0,0.0,1.099,0.0,no_click
79257,88,1.0,1.0,0.0,1.136,1.136,0.0,single_click
153231,60,0.0,1.0,0.0,0.0,1.667,0.0,no_click
47975,90,0.0,0.0,1.0,0.0,0.0,1.111,no_click
22329,100,5.0,0.0,0.0,5.0,0.0,0.0,4_to_6_clicks
125811,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
121130,90,1.0,1.0,0.0,1.111,1.111,0.0,single_click
14059,175,7.0,0.0,0.0,4.0,0.0,0.0,7_plus_clicks
138270,92,2.0,0.0,0.0,2.174,0.0,0.0,2_to_3_clicks
107090,158,5.0,0.0,0.0,3.165,0.0,0.0,4_to_6_clicks
28348,124,2.0,0.0,0.0,1.613,0.0,0.0,2_to_3_clicks
94143,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
172990,88,1.0,0.0,0.0,1.136,0.0,0.0,single_click
94455,163,0.0,0.0,1.0,0.0,0.0,0.613,no_click
111106,92,2.0,2.0,0.0,2.174,2.174,0.0,2_to_3_clicks
81303,169,1.0,1.0,0.0,0.592,0.592,0.0,single_click
49639,97,2.0,0.0,1.0,2.062,0.0,1.031,2_to_3_clicks
102520,200,1.0,0.0,0.0,0.5,0.0,0.0,single_click
162885,89,0.0,1.0,0.0,0.0,1.124,0.0,no_click
123126,31,0.0,1.0,0.0,0.0,3.226,0.0,no_click
143728,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
116332,106,4.0,0.0,0.0,3.774,0.0,0.0,4_to_6_clicks
1287,160,2.0,0.0,0.0,1.25,0.0,0.0,2_to_3_clicks
11487,188,8.0,0.0,0.0,4.255,0.0,0.0,7_plus_clicks
91151,113,4.0,0.0,0.0,3.54,0.0,0.0,4_to_6_clicks
47838,87,2.0,0.0,0.0,2.299,0.0,0.0,2_to_3_clicks
12267,107,3.0,2.0,0.0,2.804,1.869,0.0,2_to_3_clicks
64622,96,1.0,1.0,0.0,1.042,1.042,0.0,single_click
153779,193,6.0,1.0,0.0,3.109,0.518,0.0,4_to_6_clicks
80921,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
23184,30,1.0,0.0,0.0,3.333,0.0,0.0,single_click
145394,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
91334,93,1.0,1.0,0.0,1.075,1.075,0.0,single_click
85987,89,2.0,0.0,0.0,2.247,0.0,0.0,2_to_3_clicks
40570,87,1.0,0.0,0.0,1.149,0.0,0.0,single_click
53426,92,3.0,0.0,0.0,3.261,0.0,0.0,2_to_3_clicks
82231,88,1.0,0.0,0.0,1.136,0.0,0.0,single_click
24115,47,1.0,0.0,0.0,2.128,0.0,0.0,single_click
43100,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
53810,184,1.0,2.0,0.0,0.543,1.087,0.0,single_click
142747,50,0.0,2.0,0.0,0.0,4.0,0.0,no_click
133036,114,1.0,0.0,0.0,0.877,0.0,0.0,single_click
20043,92,1.0,0.0,0.0,1.087,0.0,0.0,single_click
138621,90,1.0,1.0,1.0,1.111,1.111,1.111,single_click
112496,199,4.0,0.0,0.0,2.01,0.0,0.0,4_to_6_clicks
52774,160,0.0,1.0,0.0,0.0,0.625,0.0,no_click
92217,90,0.0,0.0,1.0,0.0,0.0,1.111,no_click
91862,90,0.0,1.0,0.0,0.0,1.111,0.0,no_click
135427,39,2.0,0.0,0.0,5.128,0.0,0.0,2_to_3_clicks
41991,143,1.0,1.0,0.0,0.699,0.699,0.0,single_click
102581,119,2.0,0.0,0.0,1.681,0.0,0.0,2_to_3_clicks
30550,86,2.0,0.0,0.0,2.326,0.0,0.0,2_to_3_clicks
45751,88,0.0,1.0,0.0,0.0,1.136,0.0,no_click
10353,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
4245,90,2.0,0.0,0.0,2.222,0.0,0.0,2_to_3_clicks
17664,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
11618,89,0.0,0.0,1.0,0.0,0.0,1.124,no_click
6056,87,0.0,1.0,0.0,0.0,1.149,0.0,no_click
97046,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
132070,109,2.0,0.0,1.0,1.835,0.0,0.917,2_to_3_clicks
127743,91,1.0,0.0,1.0,1.099,0.0,1.099,single_click
105905,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
122727,106,1.0,0.0,0.0,0.943,0.0,0.0,single_click
61398,84,1.0,0.0,0.0,1.19,0.0,0.0,single_click
11518,89,2.0,0.0,1.0,2.247,0.0,1.124,2_to_3_clicks
60446,119,6.0,0.0,0.0,5.042,0.0,0.0,4_to_6_clicks
159277,87,1.0,0.0,0.0,1.149,0.0,0.0,single_click
155901,174,0.0,2.0,0.0,0.0,1.149,0.0,no_click
94102,107,0.0,0.0,1.0,0.0,0.0,0.935,no_click
100144,90,0.0,1.0,0.0,0.0,1.111,0.0,no_click
118469,93,1.0,0.0,0.0,1.075,0.0,0.0,single_click
154943,117,6.0,1.0,0.0,5.128,0.855,0.0,4_to_6_clicks
54848,27,1.0,0.0,0.0,3.704,0.0,0.0,single_click
145200,90,1.0,1.0,0.0,1.111,1.111,0.0,single_click
39446,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
85714,92,0.0,2.0,0.0,0.0,2.174,0.0,no_click
54391,89,0.0,0.0,1.0,0.0,0.0,1.124,no_click
109036,90,0.0,0.0,1.0,0.0,0.0,1.111,no_click
131934,99,1.0,0.0,0.0,1.01,0.0,0.0,single_click
34997,99,1.0,0.0,0.0,1.01,0.0,0.0,single_click
59520,102,1.0,1.0,0.0,0.98,0.98,0.0,single_click
147182,130,4.0,1.0,0.0,3.077,0.769,0.0,4_to_6_clicks
84028,94,3.0,0.0,1.0,3.191,0.0,1.064,2_to_3_clicks
62147,91,1.0,0.0,0.0,1.099,0.0,0.0,single_click
113194,200,2.0,1.0,0.0,1.0,0.5,0.0,2_to_3_clicks
146320,95,2.0,0.0,0.0,2.105,0.0,0.0,2_to_3_clicks
35845,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
30157,90,3.0,0.0,0.0,3.333,0.0,0.0,2_to_3_clicks
160539,173,0.0,1.0,0.0,0.0,0.578,0.0,no_click
58223,92,1.0,0.0,0.0,1.087,0.0,0.0,single_click
144072,76,1.0,4.0,0.0,1.316,5.263,0.0,single_click
171175,114,1.0,0.0,0.0,0.877,0.0,0.0,single_click
164513,200,3.0,0.0,0.0,1.5,0.0,0.0,2_to_3_clicks
132116,92,2.0,1.0,0.0,2.174,1.087,0.0,2_to_3_clicks
83199,172,2.0,0.0,0.0,1.163,0.0,0.0,2_to_3_clicks
165265,93,3.0,0.0,0.0,3.226,0.0,0.0,2_to_3_clicks
6497,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
2523,152,0.0,0.0,1.0,0.0,0.0,0.658,no_click
115819,92,2.0,0.0,0.0,2.174,0.0,0.0,2_to_3_clicks
86682,95,3.0,0.0,0.0,3.158,0.0,0.0,2_to_3_clicks
49785,198,5.0,0.0,0.0,2.525,0.0,0.0,4_to_6_clicks
144389,92,0.0,0.0,1.0,0.0,0.0,1.087,no_click
89691,90,2.0,0.0,0.0,2.222,0.0,0.0,2_to_3_clicks
35820,85,0.0,1.0,0.0,0.0,1.176,0.0,no_click
26726,56,3.0,0.0,0.0,5.357,0.0,0.0,2_to_3_clicks
89930,194,6.0,1.0,0.0,3.093,0.515,0.0,4_to_6_clicks
140536,200,1.0,2.0,0.0,0.5,1.0,0.0,single_click
23452,90,2.0,1.0,0.0,2.222,1.111,0.0,2_to_3_clicks
18012,147,7.0,1.0,0.0,4.762,0.68,0.0,7_plus_clicks
49533,199,1.0,0.0,0.0,0.503,0.0,0.0,single_click
148860,88,1.0,0.0,0.0,1.136,0.0,0.0,single_click
17144,160,1.0,0.0,1.0,0.625,0.0,0.625,single_click
37662,94,1.0,0.0,0.0,1.064,0.0,0.0,single_click
102139,91,0.0,1.0,0.0,0.0,1.099,0.0,no_click
102759,122,3.0,0.0,1.0,2.459,0.0,0.82,2_to_3_clicks
90508,180,2.0,0.0,0.0,1.111,0.0,0.0,2_to_3_clicks
161491,97,5.0,0.0,0.0,5.155,0.0,0.0,4_to_6_clicks
14854,92,0.0,0.0,1.0,0.0,0.0,1.087,no_click
45034,90,0.0,1.0,0.0,0.0,1.111,0.0,no_click
23362,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
158100,19,1.0,0.0,0.0,5.263,0.0,0.0,single_click
56690,86,0.0,0.0,0.0,0.0,0.0,0.0,no_click
103657,89,0.0,1.0,0.0,0.0,1.124,0.0,no_click
171984,116,1.0,0.0,0.0,0.862,0.0,0.0,single_click
